id,month,day,year,description,amount,category,account,debit_or_credit,original_description,note,p_guid
0000014572407ff62e94f23c0010003200ab00a6,5,31,2013,Total Bond Mkt Index Inv - Dividend,0.59,Dividend & Cap Gains,Vanguard Account,credit,,,
0000014572407ff62e94f23d0010003200ab00a6,5,31,2013,Payment,350,Loan Payment,Federal Unsub Stafford Loan,credit,,,
0000014572407ff62e94f23e0010003200ab00a6,5,30,2013,Transfer to CREDIT CARD,354.11,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407ff62e94f23f0010003200ab00a6,5,30,2013,Sonic,14.8,Fast Food,CREDIT CARD,debit,,,
0000014572407ff62e94f2400010003200ab00a6,5,30,2013,Corners Chiropractic A,15,Health & Fitness,CREDIT CARD,debit,,,
0000014572407ff62e94f2410010003200ab00a6,5,30,2013,Wal-Mart,70.31,Service & Parts,CREDIT CARD,debit,,,
0000014572407ff62e94f2420010003200ab00a6,5,29,2013,Transfer from SHARE DRAFT NO MIN,354.11,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407ff62e94f2430010003200ab00a6,5,29,2013,Fedloanservicingach Transactionautomatic,650,Student Loan,SHARE DRAFT NO MIN,debit,,,
0000014572407ff62e94f2440010003200ab00a6,5,29,2013,Zerochaos Payropayroll Deduction,354.11,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407ff62e94f2450010003200ab00a6,5,29,2013,Hogle Zoo,12.75,Amusement,CREDIT CARD,debit,,,
0000014572407ff62e94f2460010003200ab00a6,5,29,2013,Hatch Family Chocolates,6.42,Restaurants,CREDIT CARD,debit,,,
0000014572407ff62e94f2470010003200ab00a6,5,29,2013,Ssa Hogle Zoo,4,Amusement,CREDIT CARD,debit,,,
0000014572407ff62e94f2480010003200ab00a6,5,29,2013,Cinemark,10,Movies & DVDs,CREDIT CARD,debit,,,
0000014572407ff62e94f2490010003200ab00a6,5,28,2013,Hainsworth Laundry,5,Laundry,CREDIT CARD,debit,,,
0000014572407ff62e94f24a0010003200ab00a6,5,28,2013,Maverik Cntry Stre,2.45,Gas & Fuel,CREDIT CARD,debit,,,
0000014572407ff62e94f24b0010003200ab00a6,5,26,2013,Ba Adobe Lehi,3.25,Restaurants,CREDIT CARD,debit,,,
0000014572407ff62e94f24c0010003200ab00a6,5,26,2013,Ba Adobe Lehi,5.75,Restaurants,CREDIT CARD,debit,,,
0000014572407ff62e94f24d0010003200ab00a6,5,24,2013,Zerochaos Payropayroll Deduction,1015.64,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407ff62e94f24e0010003200ab00a6,5,24,2013,American Express,8,Credit Card Payment,CREDIT CARD,debit,,,
0000014572407ff62e94f24f0010003200ab00a6,5,24,2013,Hainsworth Laundry,2.5,Laundry,CREDIT CARD,debit,,,
0000014572407ff706a123140010003200ab00a6,5,24,2013,Ba Adobe Lehi,3,Restaurants,CREDIT CARD,debit,,,
0000014572407ff706a123150010003200ab00a6,5,24,2013,Delta,346.11,Air Travel,CREDIT CARD,debit,,,
0000014572407ff706a123160010003200ab00a6,5,24,2013,Payment,93.28,Loan Payment,Federal Unsub Stafford Loan,credit,,,
0000014572407ff706a123170010003200ab00a6,5,24,2013,Payment,556.72,Loan Payment,Federal Unsub Stafford Loan,credit,,,
0000014572407ff706a123180010003200ab00a6,5,23,2013,Jason Deli,10.02,Restaurants,CREDIT CARD,debit,,,
0000014572407ff706a123190010003200ab00a6,5,23,2013,Wild Ginger,48.74,Restaurants,CREDIT CARD,debit,,,
0000014572407ff706a1231a0010003200ab00a6,5,22,2013,Ba Adobe Lehi,5.75,Restaurants,CREDIT CARD,debit,,,
0000014572407ff706a1231b0010003200ab00a6,5,22,2013,Wal-Mart,8.99,Groceries,CREDIT CARD,debit,,,
0000014572407ff706a1231c0010003200ab00a6,5,20,2013,Fedloanservicingach Transactionautomatic,603,Student Loan,SHARE DRAFT NO MIN,debit,,,
0000014572407ff706a1231d0010003200ab00a6,5,20,2013,Transfer to CREDIT CARD,148.02,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407ff706a1231e0010003200ab00a6,5,20,2013,Vanguard,100,Financial,SHARE DRAFT NO MIN,debit,,,
0000014572407ff706a1231f0010003200ab00a6,5,19,2013,Smith's Food,5.33,Groceries,CREDIT CARD,debit,,,
0000014572407ff706a123200010003200ab00a6,5,19,2013,Ba Adobe Lehi,1.75,Restaurants,CREDIT CARD,debit,,,
0000014572407ff706a123210010003200ab00a6,5,19,2013,Smith's Food,18.53,Groceries,CREDIT CARD,debit,,,
0000014572407ff706a123220010003200ab00a6,5,19,2013,Buffalo Wild Wings,35.16,Restaurants,CREDIT CARD,debit,,,
0000014572407ff706a123230010003200ab00a6,5,19,2013,Smith's Food,7.92,Groceries,CREDIT CARD,debit,,,
0000014572407ff706a123240010003200ab00a6,5,19,2013,Ba Adobe Lehi,4,Restaurants,CREDIT CARD,debit,,,
0000014572407ff706a123250010003200ab00a6,5,17,2013,Transfer to PRIME SHARE ACCOUNT,200,Transfer,SHARE DRAFT NO MIN,debit,,,
0000014572407ff706a123260010003200ab00a6,5,17,2013,Transfer from SHARE DRAFT NO MIN,200,Transfer,PRIME SHARE ACCOUNT,credit,,,
0000014572407ff706a123270010003200ab00a6,5,17,2013,Maverik,53.17,Gas & Fuel,CREDIT CARD,debit,,,
0000014572407ff706a123280010003200ab00a6,5,17,2013,Transfer from SHARE DRAFT NO MIN,148.02,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407ff706a123290010003200ab00a6,5,17,2013,Ba Adobe Lehi,3,Restaurants,CREDIT CARD,debit,,,
0000014572407ff706a1232a0010003200ab00a6,5,17,2013,Zerochaos Payropayroll Deduction,999.27,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407ff706a1232b0010003200ab00a6,5,17,2013,Extended Mkt Index Inv - Buy,100,Buy,Vanguard Account,credit,,,
0000014572407ff868b936ca0010003200ab00a6,5,17,2013,Payment,110,Loan Payment,Direct Unsub Stafford Loan,credit,,,
0000014572407ff868b936cb0010003200ab00a6,5,17,2013,Payment,493,Loan Payment,Federal Unsub Stafford Loan,credit,,,
0000014572407ff868b936cc0010003200ab00a6,5,16,2013,Ba Adobe Lehi,3,Restaurants,CREDIT CARD,debit,,,
0000014572407ff868b936cd0010003200ab00a6,5,16,2013,Smith's Food,3.08,Groceries,CREDIT CARD,debit,,,
0000014572407ff868b936ce0010003200ab00a6,5,16,2013,Burgers Supreme,4.09,Fast Food,CREDIT CARD,debit,,,
0000014572407ff868b936cf0010003200ab00a6,5,15,2013,Smith's Food,28.23,Groceries,CREDIT CARD,debit,,,
0000014572407ff868b936d00010003200ab00a6,5,15,2013,Ba Adobe Lehi,5.75,Restaurants,CREDIT CARD,debit,,,
0000014572407ff868b936d10010003200ab00a6,5,15,2013,Smith's Food,10.66,Groceries,CREDIT CARD,debit,,,
0000014572407ff868b936d20010003200ab00a6,5,14,2013,Check 1112,165.9,Charity,SHARE DRAFT NO MIN,debit,,,
0000014572407ff868b936d30010003200ab00a6,5,14,2013,Transfer from PRIME SHARE ACCOUNT,100,Transfer,SHARE DRAFT NO MIN,credit,,,
0000014572407ff868b936d40010003200ab00a6,5,14,2013,Transfer to SHARE DRAFT NO MIN,100,Transfer,PRIME SHARE ACCOUNT,debit,,,
0000014572407ff868b936d50010003200ab00a6,5,14,2013,Vanguard,100,Financial,SHARE DRAFT NO MIN,debit,,,
0000014572407ff868b936d60010003200ab00a6,5,14,2013,Fedloanservicingach Transactionautomatic,250.24,Student Loan,SHARE DRAFT NO MIN,debit,,,
0000014572407ff868b936d70010003200ab00a6,5,13,2013,Internet Transfer Transfer,50,Mobile Phone,SHARE DRAFT NO MIN,debit,,,
0000014572407ff868b936d80010003200ab00a6,5,13,2013,Transfer to CREDIT CARD,163.86,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407ff868b936d90010003200ab00a6,5,13,2013,Extended Mkt Index Inv - Buy,100,Buy,Vanguard Account,credit,,,
0000014572407ff868b936da0010003200ab00a6,5,12,2013,Red Robin,18.6,Restaurants,CREDIT CARD,debit,,,
0000014572407ff868b936db0010003200ab00a6,5,12,2013,Ba Adobe Lehi,2.75,Restaurants,CREDIT CARD,debit,,,
0000014572407ff868b936dc0010003200ab00a6,5,12,2013,Ba Adobe Lehi,4,Restaurants,CREDIT CARD,debit,,,
0000014572407ff868b936dd0010003200ab00a6,5,12,2013,Malawi Pizza,20.36,Restaurants,CREDIT CARD,debit,,,
0000014572407ff868b936de0010003200ab00a6,5,10,2013,Transfer to PRIME SHARE ACCOUNT,100,Hide from Budgets & Trends,SHARE DRAFT NO MIN,debit,,,
0000014572407ff868b936df0010003200ab00a6,5,10,2013,Transfer from SHARE DRAFT NO MIN,100,Transfer,PRIME SHARE ACCOUNT,credit,,,
0000014572407ff868b936e00010003200ab00a6,5,10,2013,Transfer from SHARE DRAFT NO MIN,163.86,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407ff868b936e10010003200ab00a6,5,10,2013,Zerochaos Payropayroll Deduction,781.04,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407ff9cc338c990010003200ab00a6,5,10,2013,Hainsworth Laundry,7.5,Laundry,CREDIT CARD,debit,,,
0000014572407ff9cc338c9a0010003200ab00a6,5,10,2013,Humana,25,Sports,CREDIT CARD,debit,,,
0000014572407ff9cc338c9b0010003200ab00a6,5,10,2013,Smith's Food,15,Groceries,CREDIT CARD,debit,,,
0000014572407ff9cc338c9c0010003200ab00a6,5,10,2013,Payment,101.75,Loan Payment,Direct Unsub Stafford Loan,credit,,,
0000014572407ff9cc338c9d0010003200ab00a6,5,10,2013,Payment,0.29,Loan Payment,Direct Unsub Stafford Loan,credit,,,
0000014572407ff9cc338c9e0010003200ab00a6,5,10,2013,Payment,9.02,Loan Payment,Federal Unsub Stafford Loan,credit,,,
0000014572407ff9cc338c9f0010003200ab00a6,5,10,2013,Payment,139.18,Loan Payment,Federal Unsub Stafford Loan,credit,,,
0000014572407ff9cc338ca00010003200ab00a6,5,9,2013,Ba Adobe Lehi,5.75,Restaurants,CREDIT CARD,debit,,,
0000014572407ff9cc338ca10010003200ab00a6,5,9,2013,Amazon,17.98,Shopping,CREDIT CARD,debit,,,
0000014572407ff9cc338ca20010003200ab00a6,5,8,2013,Cinemark,7,Movies & DVDs,CREDIT CARD,debit,,,
0000014572407ff9cc338ca30010003200ab00a6,5,8,2013,Pizza Factory,18.88,Restaurants,CREDIT CARD,debit,,,
0000014572407ff9cc338ca40010003200ab00a6,5,8,2013,Gold's Gym,21.37,Gym,CREDIT CARD,debit,,,
0000014572407ff9cc338ca50010003200ab00a6,5,8,2013,Ba Adobe Lehi,5.75,Restaurants,CREDIT CARD,debit,,,
0000014572407ff9cc338ca60010003200ab00a6,5,6,2013,Fedloanservicingach Transactionautomatic,920,Student Loan,SHARE DRAFT NO MIN,debit,,,
0000014572407ff9cc338ca70010003200ab00a6,5,6,2013,Transfer to CREDIT CARD,759.04,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407ff9cc338ca80010003200ab00a6,5,6,2013,Bridge Property Automatic,157.89,Mortgage & Rent,SHARE DRAFT NO MIN,debit,,,
0000014572407ff9cc338ca90010003200ab00a6,5,6,2013,Taco Bell,1.06,Fast Food,CREDIT CARD,debit,,,
0000014572407ff9cc338caa0010003200ab00a6,5,6,2013,Taco Bell,6.74,Fast Food,CREDIT CARD,debit,,,
0000014572407ff9cc338cab0010003200ab00a6,5,5,2013,Ba Adobe Lehi,5.25,Restaurants,CREDIT CARD,debit,,,
0000014572407ff9cc338cac0010003200ab00a6,5,5,2013,Wal-Mart,3.71,Groceries,CREDIT CARD,debit,,,
0000014572407ff9cc338cad0010003200ab00a6,5,5,2013,Wendy's,6.84,Fast Food,CREDIT CARD,debit,,,
0000014572407ff9cc338cae0010003200ab00a6,5,5,2013,Ba Adobe Lehi,5.75,Restaurants,CREDIT CARD,debit,,,
0000014572407ff9cc338caf0010003200ab00a6,5,3,2013,Maverik Cntry Stre,52.03,Gas & Fuel,CREDIT CARD,debit,,,
0000014572407ff9cc338cb00010003200ab00a6,5,3,2013,Ba Adobe Lehi,5.75,Restaurants,CREDIT CARD,debit,,,
0000014572407ffaf0267b0e0010003200ab00a6,5,3,2013,Transfer from SHARE DRAFT NO MIN,759.04,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407ffaf0267b0f0010003200ab00a6,5,3,2013,Zerochaos Payropayroll Deduction,677.96,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407ffaf0267b100010003200ab00a6,5,3,2013,Payment,920,Loan Payment,Direct Unsub Stafford Loan,credit,,,
0000014572407ffaf0267b110010003200ab00a6,5,2,2013,Wal-Mart,18.18,Groceries,CREDIT CARD,debit,,,
0000014572407ffaf0267b120010003200ab00a6,5,1,2013,Big O Tires,740.86,Service & Parts,CREDIT CARD,debit,,,
0000014572407ffaf0267b130010003200ab00a6,5,1,2013,Transfer to CREDIT CARD,305.95,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407ffaf0267b140010003200ab00a6,5,1,2013,Netflix,7.99,Movies & DVDs,SHARE DRAFT NO MIN,debit,,,
0000014572407ffaf0267b150010003200ab00a6,4,30,2013,Transfer from SHARE DRAFT NO MIN,305.95,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407ffaf0267b160010003200ab00a6,4,30,2013,Check 1111,124.35,Charity,SHARE DRAFT NO MIN,debit,,,
0000014572407ffaf0267b170010003200ab00a6,4,30,2013,Total Bond Mkt Index Inv - Dividend,0.58,Dividend & Cap Gains,Vanguard Account,credit,,,
0000014572407ffaf0267b180010003200ab00a6,4,29,2013,North West Provoshare,25,Income,SHARE DRAFT NO MIN,credit,,,
0000014572407ffaf0267b190010003200ab00a6,4,29,2013,North West Provoshare,45.13,Income,SHARE DRAFT NO MIN,credit,,,
0000014572407ffaf0267b1a0010003200ab00a6,4,29,2013,Smith's Food,10.67,Groceries,CREDIT CARD,debit,,,
0000014572407ffaf0267b1b0010003200ab00a6,4,28,2013,Smith's Food,12.46,Groceries,CREDIT CARD,debit,,,
0000014572407ffaf0267b1c0010003200ab00a6,4,26,2013,Zerochaos Payropayroll Deduction,742.84,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407ffaf0267b1d0010003200ab00a6,4,26,2013,Ba Adobe Lehi,3,Restaurants,CREDIT CARD,debit,,,
0000014572407ffaf0267b1e0010003200ab00a6,4,25,2013,Chevron,52.94,Gas & Fuel,CREDIT CARD,debit,,,
0000014572407ffaf0267b1f0010003200ab00a6,4,25,2013,Chevron,5.33,Gas & Fuel,CREDIT CARD,debit,,,
0000014572407ffaf0267b200010003200ab00a6,4,25,2013,Hainsworth Laundry,7.5,Laundry,CREDIT CARD,debit,,,
0000014572407ffaf0267b210010003200ab00a6,4,24,2013,El Gallo Giro,7.48,Restaurants,CREDIT CARD,debit,,,
0000014572407ffaf0267b220010003200ab00a6,4,24,2013,Buffalo Wild Wings,27.07,Restaurants,CREDIT CARD,debit,,,
0000014572407ffaf0267b230010003200ab00a6,4,24,2013,Ba Adobe Lehi,5.75,Restaurants,CREDIT CARD,debit,,,
0000014572407ffaf0267b240010003200ab00a6,4,22,2013,Goodwood Barbecue,39.99,Restaurants,CREDIT CARD,debit,,,
0000014572407ffaf0267b250010003200ab00a6,4,21,2013,Ba Adobe Lehi,5.75,Restaurants,CREDIT CARD,debit,,,
0000014572407ffaf0267b260010003200ab00a6,4,21,2013,Ba Adobe Lehi,4,Restaurants,CREDIT CARD,debit,,,
0000014572407ffb43bebc730010003200ab00a6,4,19,2013,Zerochaos Payropayroll Deduction,500.75,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407ffb43bebc740010003200ab00a6,4,19,2013,Ba Adobe Lehi,6.75,Restaurants,CREDIT CARD,debit,,,
0000014572407ffb43bebc750010003200ab00a6,4,17,2013,Smiths Fuel,51.03,Gas & Fuel,CREDIT CARD,debit,,,
0000014572407ffb43bebc760010003200ab00a6,4,17,2013,Diegos Taco Shop,9.03,Restaurants,CREDIT CARD,debit,,,
0000014572407ffb43bebc770010003200ab00a6,4,16,2013,Smiths N Freedomelectronic,23.8,Groceries,SHARE DRAFT NO MIN,debit,,,
0000014572407ffb43bebc780010003200ab00a6,4,16,2013,Check 1110,73.8,Charity,SHARE DRAFT NO MIN,debit,,,
0000014572407ffb43bebc790010003200ab00a6,4,15,2013,Transfer to CREDIT CARD,93.48,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407ffb43bebc7a0010003200ab00a6,4,15,2013,Emanuels,8.89,Restaurants,CREDIT CARD,debit,,,
0000014572407ffb43bebc7b0010003200ab00a6,4,15,2013,Hermie,7.91,Restaurants,CREDIT CARD,debit,,,
0000014572407ffb43bebc7c0010003200ab00a6,4,14,2013,Smith's Food,4.81,Groceries,CREDIT CARD,debit,,,
0000014572407ffb43bebc7d0010003200ab00a6,4,14,2013,Redbox,1.28,Movies & DVDs,CREDIT CARD,debit,,,
0000014572407ffb43bebc7e0010003200ab00a6,4,14,2013,Maverik,6.8,Gas & Fuel,CREDIT CARD,debit,,,
0000014572407ffb43bebc7f0010003200ab00a6,4,14,2013,Marketplace Iga,2.14,Groceries,CREDIT CARD,debit,,,
0000014572407ffb43bebc800010003200ab00a6,4,12,2013,Transfer from SHARE DRAFT NO MIN,93.48,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407ffb43bebc810010003200ab00a6,4,12,2013,Suna Solutions Ach,344.06,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407ffb43bebc820010003200ab00a6,4,12,2013,Wild Ginger,25.37,Restaurants,CREDIT CARD,debit,,,
0000014572407ffb43bebc830010003200ab00a6,4,11,2013,Hainsworth Laundry,5,Laundry,CREDIT CARD,debit,,,
0000014572407ffb43bebc840010003200ab00a6,4,10,2013,Ba Adobe Lehi,6.75,Restaurants,CREDIT CARD,debit,,,
0000014572407ffb43bebc850010003200ab00a6,4,9,2013,Transfer to CREDIT CARD,227.42,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407ffb43bebc860010003200ab00a6,4,8,2013,Internet Transfer Apr,50,Mobile Phone,SHARE DRAFT NO MIN,debit,,,
0000014572407ffb43bebc870010003200ab00a6,4,8,2013,Byu Signature Electronic,5,Books & Supplies,SHARE DRAFT NO MIN,debit,,,
0000014572407ffb43bebc880010003200ab00a6,4,8,2013,Transfer from SHARE DRAFT NO MIN,227.42,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407ffb43bebc890010003200ab00a6,4,8,2013,Cafe Rio Q,9.97,Restaurants,CREDIT CARD,debit,,,
0000014572407ffb43bebc8a0010003200ab00a6,4,7,2013,Thai Mango Llc,11.69,Restaurants,CREDIT CARD,debit,,,
0000014572407ffcda8db7bf0010003200ab00a6,4,7,2013,Byu Creamery Ninth,52,Groceries,CREDIT CARD,debit,,,
0000014572407ffcda8db7c00010003200ab00a6,4,7,2013,Cubbys Beef,8.07,Restaurants,CREDIT CARD,debit,,,
0000014572407ffcda8db7c10010003200ab00a6,4,5,2013,Suna Solutions Ach,344.06,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407ffcda8db7c20010003200ab00a6,4,5,2013,Red Robin,31.33,Restaurants,CREDIT CARD,debit,,,
0000014572407ffcda8db7c30010003200ab00a6,4,5,2013,Marketplace Iga,2.14,Groceries,CREDIT CARD,debit,,,
0000014572407ffcda8db7c40010003200ab00a6,4,5,2013,Hainsworth Laundry,5.25,Laundry,CREDIT CARD,debit,,,
0000014572407ffcda8db7c50010003200ab00a6,4,4,2013,Bridge Property Automatic,271.42,Mortgage & Rent,SHARE DRAFT NO MIN,debit,,,
0000014572407ffcda8db7c60010003200ab00a6,4,4,2013,Smith's Food,4.49,Groceries,CREDIT CARD,debit,,,
0000014572407ffcda8db7c70010003200ab00a6,4,4,2013,Marketplace Iga,2.9,Groceries,CREDIT CARD,debit,,,
0000014572407ffcda8db7c80010003200ab00a6,4,3,2013,Downtown Philly,6.46,Restaurants,CREDIT CARD,debit,,,
0000014572407ffcda8db7c90010003200ab00a6,4,3,2013,Cafe Rio Q,8.89,Restaurants,CREDIT CARD,debit,,,
0000014572407ffcda8db7ca0010003200ab00a6,4,3,2013,Smith's Food,14.23,Groceries,CREDIT CARD,debit,,,
0000014572407ffcda8db7cb0010003200ab00a6,4,2,2013,Check 1108,63.1,Charity,SHARE DRAFT NO MIN,debit,,,
0000014572407ffcda8db7cc0010003200ab00a6,4,2,2013,Wynnsong,5.5,Movies & DVDs,CREDIT CARD,debit,,,
0000014572407ffcda8db7cd0010003200ab00a6,4,2,2013,Saints Paintball,8,Amusement,CREDIT CARD,debit,,,
0000014572407ffcda8db7ce0010003200ab00a6,4,2,2013,Cafe Zupas,13.45,Restaurants,CREDIT CARD,debit,,,
0000014572407ffcda8db7cf0010003200ab00a6,4,1,2013,Chaseautomatic,257.07,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572407ffcda8db7d00010003200ab00a6,4,1,2013,Netflix,7.99,Movies & DVDs,SHARE DRAFT NO MIN,debit,,,
0000014572407ffcda8db7d10010003200ab00a6,3,31,2013,Chevron,55.33,Gas & Fuel,CREDIT CARD,debit,,,
0000014572407ffcda8db7d20010003200ab00a6,3,31,2013,Transfer from SHARE DRAFT NO MIN,257.07,Credit Card Payment,CREDIT CARD,credit,,,
0000014572407ffcda8db7d30010003200ab00a6,3,31,2013,Provo Beach Resort,4.92,Fast Food,CREDIT CARD,debit,,,
0000014572407ffcda8db7d40010003200ab00a6,3,31,2013,Terra Mia,21.46,Restaurants,CREDIT CARD,debit,,,
0000014572407ffcda8db7d50010003200ab00a6,3,31,2013,Cafe Zupas,8.6,Restaurants,CREDIT CARD,debit,,,
0000014572407ffcda8db7d60010003200ab00a6,3,31,2013,Brick Oven,9.03,Restaurants,CREDIT CARD,debit,,,
0000014572407ffcda8db7d70010003200ab00a6,3,31,2013,Terra Mia,8.5,Restaurants,CREDIT CARD,debit,,,
0000014572407ffcda8db7d80010003200ab00a6,3,29,2013,Suna Solutions Ach,287.01,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407ffcda8db7d90010003200ab00a6,3,29,2013,Hainsworth Laundry,7.5,Laundry,CREDIT CARD,debit,,,
0000014572407ffdb61b11ef0010003200ab00a6,3,29,2013,Sonic,3.2,Fast Food,CREDIT CARD,debit,,,
0000014572407ffdb61b11f00010003200ab00a6,3,29,2013,Downtown Philly,6.24,Restaurants,CREDIT CARD,debit,,,
0000014572407ffdb61b11f10010003200ab00a6,3,28,2013,Buffalo Wild Wings,17.16,Restaurants,CREDIT CARD,debit,,,
0000014572407ffdb61b11f20010003200ab00a6,3,28,2013,Jamba Juice,4.95,Food & Dining,CREDIT CARD,debit,,,
0000014572407ffdb61b11f30010003200ab00a6,3,28,2013,Total Bond Mkt Index Inv - Short-term capital gain,0.03,Dividend & Cap Gains,Vanguard Account,credit,,,
0000014572407ffdb61b11f40010003200ab00a6,3,28,2013,Total Bond Mkt Index Inv - Dividend,0.59,Dividend & Cap Gains,Vanguard Account,credit,,,
0000014572407ffdb61b11f50010003200ab00a6,3,28,2013,Total Bond Mkt Index Inv - Long-term capital gain,0.48,Dividend & Cap Gains,Vanguard Account,credit,,,
0000014572407ffdb61b11f60010003200ab00a6,3,25,2013,Tucanos Brazilian Gril,21.76,Restaurants,CREDIT CARD,debit,,,
0000014572407ffdb61b11f70010003200ab00a6,3,24,2013,Brick Oven,5.5,Restaurants,CREDIT CARD,debit,,,
0000014572407ffdb61b11f80010003200ab00a6,3,24,2013,Smith's Food,13.25,Groceries,CREDIT CARD,debit,,,
0000014572407ffdb61b11f90010003200ab00a6,3,24,2013,Roll Up Crepes,7.44,Restaurants,CREDIT CARD,debit,,,
0000014572407ffdb61b11fa0010003200ab00a6,3,24,2013,Red Robin,13.59,Restaurants,CREDIT CARD,debit,,,
0000014572407ffdb61b11fb0010003200ab00a6,3,24,2013,Roll Up Crepes,5.39,Restaurants,CREDIT CARD,debit,,,
0000014572407ffdb61b11fc0010003200ab00a6,3,22,2013,Suna Solutions Ach,344.06,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407ffdb61b11fd0010003200ab00a6,3,21,2013,Marketplace Iga,2.14,Groceries,CREDIT CARD,debit,,,
0000014572407ffdb61b11fe0010003200ab00a6,3,21,2013,FTSE All-World ex-US Inv - Dividend,2.67,Dividend & Cap Gains,Vanguard Account,credit,,,
0000014572407ffdb61b11ff0010003200ab00a6,3,21,2013,500 Index Fund Inv - Dividend,5.77,Dividend & Cap Gains,Vanguard Account,credit,,,
0000014572407ffdb61b12000010003200ab00a6,3,20,2013,Transfer to PRIME SHARE ACCOUNT,20,Hide from Budgets & Trends,SHARE DRAFT NO MIN,debit,,,
0000014572407ffdb61b12010010003200ab00a6,3,20,2013,Transfer from SHARE DRAFT NO MIN,20,Transfer,PRIME SHARE ACCOUNT,credit,,,
0000014572407ffdb61b12020010003200ab00a6,3,19,2013,Check 1107,389.52,Charity,SHARE DRAFT NO MIN,debit,,,
0000014572407ffdb61b12030010003200ab00a6,3,19,2013,Smith's Food,47.82,Groceries,CREDIT CARD,debit,,,
0000014572407ffdb61b12040010003200ab00a6,3,19,2013,Extended Mkt Index Inv - Dividend,0.16,Dividend & Cap Gains,Vanguard Account,credit,,,
0000014572407ffdb61b12050010003200ab00a6,3,18,2013,Ty Table,14.33,Restaurants,CREDIT CARD,debit,,,
0000014572407ffdb61b12060010003200ab00a6,3,17,2013,Smith's Food,2.77,Groceries,CREDIT CARD,debit,,,
0000014572407ffdb61b12070010003200ab00a6,3,17,2013,Guru Cafe,10.76,Restaurants,CREDIT CARD,debit,,,
0000014572407ffec9a2ab980010003200ab00a6,3,17,2013,Target,17.42,Shopping,CREDIT CARD,debit,,,
0000014572407ffec9a2ab990010003200ab00a6,3,15,2013,Spoon It Up,4.34,Fast Food,CREDIT CARD,debit,,,
0000014572407ffec9a2ab9a0010003200ab00a6,3,15,2013,Suna Solutions Ach,463.35,Paycheck,SHARE DRAFT NO MIN,credit,,,
0000014572407ffec9a2ab9b0010003200ab00a6,3,14,2013,Hainsworth Laundry,10,Laundry,CREDIT CARD,debit,,,
0000014572407ffec9a2ab9c0010003200ab00a6,3,13,2013,Mountain West Burrito,7,Restaurants,CREDIT CARD,debit,,,
0000014572407ffec9a2ab9d0010003200ab00a6,3,12,2013,Check 1106,220,Charity,SHARE DRAFT NO MIN,debit,,,
0000014572407ffec9a2ab9e0010003200ab00a6,3,12,2013,Transfer from PRIME SHARE ACCOUNT,20,Transfer,SHARE DRAFT NO MIN,credit,,,
0000014572407ffec9a2ab9f0010003200ab00a6,3,12,2013,Transfer to SHARE DRAFT NO MIN,20,Transfer,PRIME SHARE ACCOUNT,debit,,,
0000014572408000523dcc920010003200ab00a6,3,12,2013,IHOP,6.88,Restaurants,CREDIT CARD,debit,,,
0000014572408000523dcc930010003200ab00a6,3,11,2013,Internet Transfer Transfer,50,Mobile Phone,SHARE DRAFT NO MIN,debit,,,
0000014572408000523dcc940010003200ab00a6,3,11,2013,Transfer to CREDIT CARD,526.41,Credit Card Payment,SHARE DRAFT NO MIN,debit,,,
0000014572408000523dcc950010003200ab00a6,3,11,2013,Provo Beach Resort,4.57,Fast Food,CREDIT CARD,debit,,,
0000014572408000523dcc960010003200ab00a6,3,11,2013,Brick Oven,13,Restaurants,CREDIT CARD,debit,,,
0000014572408000523dcc970010003200ab00a6,3,11,2013,Cinemark,27,Movies & DVDs,CREDIT CARD,debit,,,
0000014572408000523dcc980010003200ab00a6,3,10,2013,Transfer from SHARE DRAFT NO MIN,526.41,Credit Card Payment,CREDIT CARD,credit,,,
