Month,Day,Year,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
11,5,2013,Macy's,MACEY'S 8TH NORTH SSS OREM UT,10.79,debit,Clothing,Discover :,,
11,5,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,393.43,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
11,5,2013,Target,TARGET        00018143,32,debit,Shopping,CREDIT CARD,,
11,5,2013,Jason Deli,JASON'S DELI OREM,7.86,debit,Restaurants,CREDIT CARD,,
11,5,2013,Smith's Food,SMITHS FOOD #4136,5.22,debit,Groceries,CREDIT CARD,,
11,4,2013,Wal-Mart,WAL-MART SC - #1768 OREM UT,31.18,debit,Shopping,Discover :,,
11,4,2013,Victoria's Secret,VICTORIA'S SECRET PROVO UT,51.24,debit,Clothing,Discover :,,
11,4,2013,Ross,ROSS STORES 00751 OREM UT,57.67,debit,Clothing,Discover :,,
11,4,2013,Hobby Lobby,HOBBY LOBBY # 448 OREM UT,11.73,debit,Hobbies,Discover :,,
11,4,2013,Target,TARGET AMERICAN FORKUT,30.37,debit,Shopping,Discover :,,
11,4,2013,Transfer to Free Checking,TO XXX454-09TO XXX454-09 #54565,21018,debit,Transfer,REGULAR SHARE,,
11,4,2013,Wire Trnsfer Feewire,WIRE TRNSFER FEEWIRE TRNSFER FEE #54737,10,debit,Fees & Charges,Free Checking,,
11,4,2013,Wire Out Wire,WIRE OUT 112454WIRE OUT 112454 #54737,34966.8,debit,Mortgage & Rent,Free Checking,,
11,4,2013,Transfer from REGULAR SHARE,FR XXX454-01FR XXX454-01 #54565,21018,credit,Transfer,Free Checking,,
11,4,2013,Cucos,LOS CUCOS MEXICAN CAFE,22.63,debit,Restaurants,CREDIT CARD,,
11,4,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,393.43,credit,Credit Card Payment,CREDIT CARD,,
11,4,2013,Payment,Payment,1460,credit,Loan Payment,Federal Unsub Stafford Loan,,
11,3,2013,IHOP,IHOP 1730     00017301,10.02,debit,Restaurants,CREDIT CARD,,
11,3,2013,Jason Deli,JASON'S DELI OREM,7.32,debit,Restaurants,CREDIT CARD,,
11,3,2013,Cinemark,CINEMARK.COM 285,10.25,debit,Movies & DVDs,CREDIT CARD,,
11,3,2013,Jason Deli,JASON'S DELI OREM,6.45,debit,Restaurants,CREDIT CARD,,
11,1,2013,Olive Garden,THE OLIVE GARDEN AMERICAN FORKUT,26.84,debit,Restaurants,Discover :,,
11,1,2013,WinCo Foods,"PIN PurchasePIN Purchase #805015  WINCO FOODS 895 N 980 W            Orem, 11-01-2013 @ 16:19 Trace #110116192900796529 1102",6.13,debit,Groceries,Free Checking,,
11,1,2013,Online Creditonline Utah,"Online CreditOnline Credit #801280  UTAH COMMUNITY CU 305 WEST 800 NORTH     OREM, 11-01-2013 @ 11:15 Trace #110111152000008008 1101",354.75,credit,Income,Free Checking,,
11,1,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,999.27,credit,Paycheck,SHARE DRAFT NO MIN,,
11,1,2013,Netflix,NETFLIX.COM            NETFLIX.CElectronic Transaction,7.99,debit,Movies & DVDs,SHARE DRAFT NO MIN,,
11,1,2013,N W Oremelectronic,895 N 980 W            OremElectronic Transaction,9.06,debit,Movies & DVDs,SHARE DRAFT NO MIN,,
11,1,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,3.75,debit,Restaurants,CREDIT CARD,,
11,1,2013,Wal-Mart,WAL-MART #1768,4.15,debit,Shopping,CREDIT CARD,,
10,31,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,3.75,debit,Restaurants,CREDIT CARD,,
10,31,2013,Amazon,AMAZON MKTPLACE PMTS,12.99,debit,Books & Supplies,CREDIT CARD,,
10,31,2013,Total Bond Mkt Index Inv - Dividend,Total Bond Mkt Index Inv - Dividend,0.65,credit,Dividend & Cap Gains,Vanguard Account,,
10,30,2013,Maceys Provo Sss,MACEYS PROVO SSS PROVO UT,5.91,debit,Groceries,Discover :,,
10,30,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,3.75,debit,Restaurants,CREDIT CARD,,
10,29,2013,Check 1121,SHARE DRAFT #   1121,410.96,debit,Marc Tithing,SHARE DRAFT NO MIN,,
10,29,2013,Dreamhost,DreamHost  dh-fee.com,11.95,debit,Business Services,CREDIT CARD,,
10,29,2013,Venmoautomatic,VENMOAutomatic Debit,6,debit,Gift,SHARE DRAFT NO MIN,,
10,28,2013,Chevron,0209539 CHEVRON 0209 OREM UT,15.31,debit,Gas & Fuel,Discover :,,
10,28,2013,Chevron,0209539 CHEVRON 0209 OREM UT,41.01,debit,Gas & Fuel,Discover :,,
10,28,2013,Denny's,DENNY'S #7482,9.89,debit,Restaurants,CREDIT CARD,,
10,27,2013,Eb Tough Mudder,EB *TOUGH MUDDER LAS V,106.18,debit,Sports,CREDIT CARD,,
10,27,2013,Smith's Food,SMITHS FOOD #4136,6.28,debit,Groceries,CREDIT CARD,,
10,27,2013,Craig Cuts Zions,CRAIG'S CUTS ZIONS,12.35,debit,Hair,CREDIT CARD,,
10,27,2013,Red Robin,RED ROBIN 416,37.18,debit,Restaurants,CREDIT CARD,,
10,27,2013,Smith's Food,SMITHS FOOD #4136,21.18,debit,Groceries,CREDIT CARD,,
10,25,2013,Byu Pmpc Wsc,BYU PMPC WSC MAIL PROVO UT02578R,11,debit,Shipping,Discover :,,
10,25,2013,Wal-Mart,WAL-MART SC - #1768 OREM UT,4.71,debit,Shopping,Discover :,,
10,25,2013,Chevron,CHEVRON 00208662,52.09,debit,Gas & Fuel,CREDIT CARD,,
10,25,2013,Smith's Food,SMITHS FOOD #4136,27.68,debit,Groceries,CREDIT CARD,,
10,25,2013,Wild Ginger,WILD GINGER,23.37,debit,Restaurants,CREDIT CARD,,
10,25,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,5.75,debit,Restaurants,CREDIT CARD,,
10,25,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,999.27,credit,Paycheck,SHARE DRAFT NO MIN,,
10,24,2013,Internet Thank You,INTERNET PAYMENT - THANK YOU,661.98,credit,Credit Card Payment,Discover :,,
10,24,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,120,debit,Student Loan,SHARE DRAFT NO MIN,,
10,24,2013,Del Taco,DEL TACO #877      Q16,4.31,debit,Fast Food,CREDIT CARD,,
10,24,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,3.75,debit,Restaurants,CREDIT CARD,,
10,23,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,611.7,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
10,22,2013,USPS,USPS 49717624502874418 PROVO UT,18.4,debit,Shipping,Discover :,,
10,22,2013,Wilson Diamonds,WILSON DIAMONDS INC PROVO UT,198.56,debit,Wedding Ring,Discover :,,
10,22,2013,USPS,USPS 49717634504019418 PROVO UT,11,debit,Shipping,Discover :,,
10,22,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,611.7,credit,Credit Card Payment,CREDIT CARD,,
10,22,2013,IHOP,IHOP 1730     00017301,9.04,debit,Restaurants,CREDIT CARD,,
10,22,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,999.27,credit,Paycheck,SHARE DRAFT NO MIN,,
10,22,2013,Payment,Payment,3.35,credit,Loan Payment,Direct Sub Stafford Loan,,
10,22,2013,Payment,Payment,33.13,credit,Loan Payment,Direct Unsub Stafford Loan,,
10,22,2013,Payment,Payment,6.07,credit,Loan Payment,Direct Sub Stafford Loan,,
10,22,2013,Payment,Payment,41.4,credit,Loan Payment,Federal Unsub Stafford Loan,,
10,22,2013,Payment,Payment,36.05,credit,Loan Payment,Direct Unsub Stafford Loan,,
10,21,2013,Smith's Food,SMITHS FOOD #4136 PROVO UT,5.23,debit,Groceries,Discover :,,
10,20,2013,Ut Marriage Licenses,UT CO-MARRIAGE LICENSES,30,debit,Service Fee,CREDIT CARD,,
10,20,2013,Smith's Food,SMITHS FOOD #4136,7.42,debit,Groceries,CREDIT CARD,,
10,20,2013,Cinemark,CINEMARK THEATRES 285,12,debit,Movies & DVDs,CREDIT CARD,,
10,20,2013,Smith's Food,SMITHS FOOD #4136,1.7,debit,Groceries,CREDIT CARD,,
10,20,2013,Buffalo Wild Wings,BUFFALO WILD WINGS 0348,35.74,debit,Restaurants,CREDIT CARD,,
10,19,2013,Chevron,0209539 CHEVRON 0209 OREM UT,44.06,debit,Gas & Fuel,Discover :,,
10,18,2013,Smith's Food,SMITHS FOOD #4136 PROVO UT,13.04,debit,Groceries,Discover :,,
10,17,2013,O'Reilly Auto Parts,OREILLY AUTO  00031179,8.53,debit,Service & Parts,CREDIT CARD,,
10,17,2013,Del Taco,DEL TACO #877      Q16,2.16,debit,Fast Food,CREDIT CARD,,
10,17,2013,USPS,USPS 49486201334506097,13.54,debit,Shipping,CREDIT CARD,,
10,17,2013,Walkers,WALKERS 14,47.47,debit,Gas & Fuel,CREDIT CARD,,
10,15,2013,Taco Time,TACO TIME - NSL,2.14,debit,Restaurants,CREDIT CARD,,
10,15,2013,Taco Time,TACO TIME - NSL,8.69,debit,Restaurants,CREDIT CARD,,
10,15,2013,Internet Transfer Transfer,Internet Transfer Oct 14 2013 0:Transfer to 2696239-00,50,debit,Mobile Phone,SHARE DRAFT NO MIN,,
10,15,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,1200,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
10,14,2013,Internet Thank You,INTERNET PAYMENT - THANK YOU,312.48,credit,Credit Card Payment,Discover :,,
10,14,2013,TJ Maxx,TJMAXX #0152 OREM UT,30.95,debit,Clothing,Discover :,,
10,14,2013,Walgreens,WALGREENS #9192 OREM UT,27.21,debit,Pharmacy,Discover :,,
10,14,2013,Thai Drift,THAI DRIFT,6.46,debit,Restaurants,CREDIT CARD,,
10,14,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,1200,credit,Credit Card Payment,CREDIT CARD,,
10,13,2013,Lagoon Q,LAGOON Q08,76.57,debit,Amusement,CREDIT CARD,,
10,13,2013,Sq Provo Bakery,SQ *PROVO BAKERY,4.48,debit,Restaurants,CREDIT CARD,,
10,13,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,3.75,debit,Restaurants,CREDIT CARD,,
10,13,2013,Los Amigos,LOS 3 AMIGOS,13,debit,Restaurants,CREDIT CARD,,
10,13,2013,Mr Mac,MR MAC,480.83,debit,Clothing,CREDIT CARD,,
10,12,2013,In-N-Out Burger,IN-N-OUT BURGER #248 CENTERVILLE UT,9.58,debit,Fast Food,Discover :,,
10,12,2013,Chevron,0209539 CHEVRON 0209 OREM UT,41.39,debit,Gas & Fuel,Discover :,,
10,11,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,999.27,credit,Paycheck,SHARE DRAFT NO MIN,,
10,11,2013,Ross,ROSS STORES #751,26.7,debit,Clothing,CREDIT CARD,,
10,11,2013,Direct Services Llc,DIRECT SERVICES LLC,675,debit,Home Services,CREDIT CARD,,
10,10,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,5.75,debit,Restaurants,CREDIT CARD,,
10,9,2013,Smiths Fuel,SMITHS-FUEL # 9136,44.34,debit,Gas & Fuel,CREDIT CARD,,
10,8,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,760,debit,Student Loan,SHARE DRAFT NO MIN,,
10,8,2013,Gold's Gym,PAC*GOLD'S GYM,27.78,debit,Gym,CREDIT CARD,,
10,7,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,73.37,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
10,7,2013,Big Als,BIG ALS PROVO,10.75,debit,Restaurants,CREDIT CARD,,
10,6,2013,California Pizza Kitchen,CALIFORNIA PIZZA 216,23.91,debit,Restaurants,CREDIT CARD,,
10,6,2013,Printwatkins Com,PRINTWATKINS.COM,227.74,debit,Hobbies,CREDIT CARD,,
10,6,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,11.5,debit,Restaurants,CREDIT CARD,,
10,4,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,999.27,credit,Paycheck,SHARE DRAFT NO MIN,,
10,4,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,73.37,credit,Credit Card Payment,CREDIT CARD,,
10,4,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,3.75,debit,Restaurants,CREDIT CARD,,
10,4,2013,Payment,Payment,760,credit,Loan Payment,Direct Unsub Stafford Loan,,
10,3,2013,Pizza Factory,PIZZA FACTORY,20.72,debit,Restaurants,CREDIT CARD,,
10,3,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,3.75,debit,Restaurants,CREDIT CARD,,
10,3,2013,Del Taco,DEL TACO #877      Q16,2.16,debit,Fast Food,CREDIT CARD,,
10,1,2013,North West Provoshare,88 NORTH 500 WEST      PROVOSHARE DEPOSIT,112.49,credit,Income,SHARE DRAFT NO MIN,,
10,1,2013,Netflix,NETFLIX.COM            NETFLIX.CElectronic Transaction,7.99,debit,Movies & DVDs,SHARE DRAFT NO MIN,,
10,1,2013,North West Provoatm,88 NORTH 500 WEST      PROVOATM WITHDRAWAL,55,debit,Auto Payment,SHARE DRAFT NO MIN,,
9,30,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,78.81,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
9,30,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,787.51,debit,Student Loan,SHARE DRAFT NO MIN,,
9,30,2013,Taco Bell,TACO BELL #25392,4.07,debit,Fast Food,CREDIT CARD,,
9,30,2013,Thanksgiving Point Instit,THANKSGIVING POINT INSTIT,8,debit,Amusement,CREDIT CARD,,
9,30,2013,Rmcf Lehi,RMCF - LEHI,5.34,debit,Restaurants,CREDIT CARD,,
9,30,2013,Total Bond Mkt Index Inv - Dividend,Total Bond Mkt Index Inv - Dividend,0.62,credit,Dividend & Cap Gains,Vanguard Account,,
9,29,2013,Goodwood Barbecue,GOODWOOD BARBECUE CO,16.71,debit,Restaurants,CREDIT CARD,,
9,29,2013,Sq Frying Friars,SQ *FRYING FRIARS,8,debit,Restaurants,CREDIT CARD,,
9,29,2013,Coldstone,COLDSTONE #80,4.62,debit,Fast Food,CREDIT CARD,,
9,27,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,78.81,credit,Credit Card Payment,CREDIT CARD,,
9,27,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,911.98,credit,Paycheck,SHARE DRAFT NO MIN,,
9,27,2013,Payment,Payment,787.51,credit,Loan Payment,Federal Unsub Stafford Loan,,
9,26,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,5.75,debit,Restaurants,CREDIT CARD,,
9,25,2013,Provo Beach Resort,PROVO BEACH RESORT,13.76,debit,Fast Food,CREDIT CARD,,
9,25,2013,Smiths Fuel,SMITHS-FUEL # 9136,45.65,debit,Gas & Fuel,CREDIT CARD,,
9,24,2013,Check 1120,SHARE DRAFT #   1120,174.2,debit,Marc Tithing,SHARE DRAFT NO MIN,,
9,24,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,635,debit,Student Loan,SHARE DRAFT NO MIN,,
9,23,2013,Wal-Mart,Wal-Mart Super Cen     OREMElectronic Transaction,51.84,debit,Shopping,SHARE DRAFT NO MIN,,
9,23,2013,Chaseautomatic,CHASEAutomatic Debit,133.89,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
9,23,2013,Taco Bell,TACO BELL #25387,6.55,debit,Fast Food,CREDIT CARD,,
9,23,2013,Panda Express,PANDA EXPRESS #724,7.1,debit,Fast Food,CREDIT CARD,,
9,22,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,133.89,credit,Credit Card Payment,CREDIT CARD,,
9,20,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,999.27,credit,Paycheck,SHARE DRAFT NO MIN,,
9,20,2013,FTSE All-World ex-US Inv - Dividend,FTSE All-World ex-US Inv - Dividend,4.81,credit,Dividend & Cap Gains,Vanguard Account,,
9,20,2013,500 Index Fund Inv - Dividend,500 Index Fund Inv - Dividend,6.84,credit,Dividend & Cap Gains,Vanguard Account,,
9,20,2013,Payment,Payment,635,credit,Loan Payment,Direct Unsub Stafford Loan,,
9,19,2013,Smith's Food,SMITHS FOOD #4136,9.04,debit,Groceries,CREDIT CARD,,
9,17,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,683.87,debit,Student Loan,SHARE DRAFT NO MIN,,
9,16,2013,Chaseautomatic,CHASEAutomatic Debit,59.32,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
9,16,2013,Goodwood Barbecue,GOODWOOD BARBECUE CO,26.49,debit,Restaurants,CREDIT CARD,,
9,15,2013,Jason Deli,JASON'S DELI OREM,5.38,debit,Restaurants,CREDIT CARD,,
9,15,2013,Pizza Hut,PIZZA HUT #022559,33,debit,Fast Food,CREDIT CARD,,
9,15,2013,Home Depot,THE HOME DEPOT 4416,5.1,debit,Home Improvement,CREDIT CARD,,
9,13,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,59.32,credit,Credit Card Payment,CREDIT CARD,,
9,13,2013,Holiday,HOLIDAY #51,54.88,debit,Gas & Fuel,CREDIT CARD,,
9,13,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,742.85,credit,Paycheck,SHARE DRAFT NO MIN,,
9,13,2013,Payment,Payment,683.87,credit,Loan Payment,Direct Unsub Stafford Loan,,
9,11,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,5.75,debit,Restaurants,CREDIT CARD,,
9,10,2013,Check 1119,SHARE DRAFT #   1119,248.49,debit,Charity,SHARE DRAFT NO MIN,,
9,9,2013,Chaseautomatic,CHASEAutomatic Debit,815.83,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
9,9,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,171,debit,Student Loan,SHARE DRAFT NO MIN,,
9,9,2013,Internet Transfer Sep,Internet Transfer Sep 9 2013 0:3Transfer to 2696239-00,50,debit,Mobile Phone,SHARE DRAFT NO MIN,,
9,9,2013,La Jolla Groves,LA JOLLA GROVES,16.34,debit,Restaurants,CREDIT CARD,,
9,8,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,1.5,debit,Restaurants,CREDIT CARD,,
9,8,2013,Ba Adobe Lehi,BA ADOBE LEHI 51255545,3.75,debit,Restaurants,CREDIT CARD,,
9,8,2013,Wal-Mart,WAL-MART #1768,4.2,debit,Shopping,CREDIT CARD,,
9,6,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,1285.7,credit,Paycheck,SHARE DRAFT NO MIN,,
9,6,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,815.83,credit,Credit Card Payment,CREDIT CARD,,
9,6,2013,Gold's Gym,PAC*GOLD'S GYM,27.78,debit,Gym,CREDIT CARD,,
9,6,2013,Payment,Payment,171,credit,Loan Payment,Direct Unsub Stafford Loan,,
9,4,2013,Check 1118,SHARE DRAFT #   1118,144.71,debit,Charity,SHARE DRAFT NO MIN,,
9,4,2013,Bed Bath & Beyond,BED BATH & BEYOND #292,106.84,debit,Furnishings,CREDIT CARD,,
9,3,2013,Netflix,NETFLIX.COM            NETFLIX.CElectronic Transaction,7.99,debit,Movies & DVDs,SHARE DRAFT NO MIN,,
9,3,2013,Chaseautomatic,CHASEAutomatic Debit,999.27,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
9,3,2013,Smith's Food,SMITHS FOOD #4136,21.67,debit,Groceries,CREDIT CARD,,
9,3,2013,Taco Bell,TACO BELL 5011,5.36,debit,Fast Food,CREDIT CARD,,
9,3,2013,Taco Bell,TACO BELL 5011,2.56,debit,Fast Food,CREDIT CARD,,
9,1,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,999.27,credit,Credit Card Payment,CREDIT CARD,,
9,1,2013,Qdoba Mexican Grill,QDOBA MEXICAN GRILL-020,8.79,debit,Fast Food,CREDIT CARD,,
9,1,2013,King Soopers,KING SOOPERS #0087,1.82,debit,Groceries,CREDIT CARD,,
9,1,2013,Chevron,CHEVRON 00072991,52.61,debit,Gas & Fuel,CREDIT CARD,,
8,30,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,999.27,credit,Paycheck,SHARE DRAFT NO MIN,,
8,30,2013,Total Bond Mkt Index Inv - Dividend,Total Bond Mkt Index Inv - Dividend,0.62,credit,Dividend & Cap Gains,Vanguard Account,,
8,29,2013,Carnival Cruise,CARNIVAL CRUISE LINES,32,debit,Vacation,CREDIT CARD,,
8,29,2013,Venmoautomatic,VENMOAutomatic Debit,75,debit,Gift,SHARE DRAFT NO MIN,,
8,29,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,800,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
8,28,2013,Venmoautomatic,VENMOAutomatic Debit,0.32,debit,Hide from Budgets & Trends,SHARE DRAFT NO MIN,,
8,28,2013,Venmo Verifpayroll Deduction,VENMO                      VERIFPAYROLL DEDUCTION,0.32,credit,Hide from Budgets & Trends,SHARE DRAFT NO MIN,,
8,28,2013,Venmo Verifpayroll Deduction,VENMO                      VERIFPAYROLL DEDUCTION,0.28,credit,Hide from Budgets & Trends,SHARE DRAFT NO MIN,,
8,28,2013,Venmoautomatic,VENMOAutomatic Debit,0.28,debit,Hide from Budgets & Trends,SHARE DRAFT NO MIN,,
8,28,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,800,credit,Credit Card Payment,CREDIT CARD,,
8,28,2013,Smith's Food,SMITHS FOOD #4136,12.89,debit,Groceries,CREDIT CARD,,
8,26,2013,Chaseautomatic,CHASEAutomatic Debit,600,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
8,26,2013,Cheesecake Factory,CHEESECAKE FACTORY #135,18.66,debit,Restaurants,CREDIT CARD,,
8,26,2013,Buffalo Wild Wings,BUFFALO WILD WINGS 0348,15.27,debit,Restaurants,CREDIT CARD,,
8,25,2013,Smith's Food,SMITHS FOOD #4136,10.96,debit,Groceries,CREDIT CARD,,
8,25,2013,Oriental Noodle House,ORIENTAL NOODLE HOUSE,15.95,debit,Restaurants,CREDIT CARD,,
8,23,2013,North West Provoshare,88 NORTH 500 WEST      PROVOSHARE DEPOSIT,800,credit,Income,SHARE DRAFT NO MIN,,
8,23,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,600,credit,Credit Card Payment,CREDIT CARD,,
8,23,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,999.27,credit,Paycheck,SHARE DRAFT NO MIN,,
8,22,2013,Cavalier Hotel,CAVALIER HOTEL,83.91,debit,Hotel,CREDIT CARD,,
8,22,2013,Smiths Fuel,SMITHS-FUEL # 9136,49.4,debit,Gas & Fuel,CREDIT CARD,,
8,22,2013,US Airways,USAIRWAYS   0377279258338,132.9,debit,Air Travel,CREDIT CARD,,
8,21,2013,Pizza Factory,PIZZA FACTORY,25.34,debit,Restaurants,CREDIT CARD,,
8,20,2013,Delta,DELTA AIR   0067300136294,699.6,debit,Air Travel,CREDIT CARD,,
8,20,2013,Delta,DELTA AIR   0067300136295,699.6,debit,Air Travel,CREDIT CARD,,
8,19,2013,Geicoautomatic,GEICOAutomatic Debit,166.3,debit,Auto Insurance,SHARE DRAFT NO MIN,,
8,19,2013,Transfer to CREDIT CARD,CHASEAutomatic Debit,105.43,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
8,19,2013,O D Fees,O/D FEES CK/MCII,30,credit,Income,SHARE DRAFT NO MIN,,
8,19,2013,Od Privilegefee,OD PRIVILEGEFee,30,debit,Bank Fee,SHARE DRAFT NO MIN,,
8,19,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,354.28,debit,Student Loan,SHARE DRAFT NO MIN,,
8,19,2013,Transfer from PRIME SHARE ACCOUNT,Transfer from 2725965-00Transfer to Share Draft,10.13,credit,Transfer,SHARE DRAFT NO MIN,,
8,19,2013,Od Privilegefee,OD PRIVILEGEFee,30,debit,Bank Fee,SHARE DRAFT NO MIN,,
8,19,2013,USPS,USPS 497176060  95 W 100 SElectronic Transaction,151.2,debit,Shipping,SHARE DRAFT NO MIN,,
8,19,2013,Transfer to SHARE DRAFT NO MIN,Transfer to 2725965-06Transfer to Share Draft,10.13,debit,Transfer,PRIME SHARE ACCOUNT,,
8,19,2013,Carnival Cruise,CARNIVAL CRUISE TKT/RES,1176.22,debit,Vacation,CREDIT CARD,,
8,19,2013,Thai Mango Llc,THAI MANGO LLC,18.64,debit,Restaurants,CREDIT CARD,,
8,18,2013,Chili's,CHILI'S OREM,11.69,debit,Restaurants,CREDIT CARD,,
8,16,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,105.43,credit,Credit Card Payment,CREDIT CARD,,
8,16,2013,Maceys,MACEYS PROVO,12.42,debit,Groceries,CREDIT CARD,,
8,16,2013,Zerochaos Payropayroll Deduction,ZEROCHAOS1                 PAYROPAYROLL DEDUCTION,447.93,credit,Paycheck,SHARE DRAFT NO MIN,,
8,16,2013,Payment,Payment,8.7,credit,Loan Payment,Direct Unsub Stafford Loan,,
8,16,2013,Payment,Payment,318.42,credit,Loan Payment,Direct Unsub Stafford Loan,,
8,16,2013,Payment,Payment,27.15,credit,Loan Payment,Federal Unsub Stafford Loan,,
8,13,2013,Check 1117,SHARE DRAFT #   1117,326.31,debit,Charity,SHARE DRAFT NO MIN,,
8,13,2013,Fedloanservicingach Transactionautomatic,FEDLOANSERVICINGACH TRANSACTIONAutomatic Debit,335.8,debit,Student Loan,SHARE DRAFT NO MIN,,
8,12,2013,Chaseautomatic,CHASEAutomatic Debit,379.33,debit,Credit Card Payment,SHARE DRAFT NO MIN,,
8,12,2013,Internet Transfer Transfer,Internet Transfer Aug 12 2013 0:Transfer to 2696239-00,50,debit,Mobile Phone,SHARE DRAFT NO MIN,,
8,11,2013,Red Robin,RED ROBIN 416,10.82,debit,Restaurants,CREDIT CARD,,
8,11,2013,Smith's Food,SMITHS FOOD #4136,3.62,debit,Groceries,CREDIT CARD,,
8,11,2013,Wal-Mart,WAL-MART #4438,9.25,debit,Shopping,CREDIT CARD,,
8,11,2013,Red Robin,RED ROBIN 416,25.53,debit,Restaurants,CREDIT CARD,,
8,11,2013,Chipotle,CHIPOTLE 1104,9.11,debit,Fast Food,CREDIT CARD,,
8,9,2013,Transfer from PRIME SHARE ACCOUNT,30Transfer from 2725965-00,30,credit,Transfer,SHARE DRAFT NO MIN,,
8,9,2013,Transfer to SHARE DRAFT NO MIN,30Transfer to 2725965-06,30,debit,Transfer,PRIME SHARE ACCOUNT,,
8,9,2013,Cucos,LOS CUCOS MEXICAN CAFE,26.02,debit,Restaurants,CREDIT CARD,,
8,9,2013,Transfer from SHARE DRAFT NO MIN,Payment Thank You - Web,379.33,credit,Credit Card Payment,CREDIT CARD,,
